    ars    |                           gen                           |                                    st_extent                                     
 082260038 | Ladenburg                                               | BOX(8.570986907965375 49.44482911026952,8.64827259738752 49.50117334509324)
 055660036 | Laer                                                    | BOX(7.290655608962605 52.02662867175464,7.417866494306461 52.08973748494084)
 057660040 | Lage                                                    | BOX(8.708965241164424 51.92149560452818,8.877336069894062 52.03159392861123)
 065320015 | Lahnau                                                  | BOX(8.533538649384042 50.55619636021044,8.608236777764695 50.62762571544483)
 071410075 | Lahnstein                                               | BOX(7.58897984784368 50.267608487191694,7.755704884706694 50.360129313360254)
 065340012 | Lahntal                                                 | BOX(8.614689687681125 50.83186784856367,8.79471122893769 50.8903243765002)
 083175007 | Lahr/Schwarzwald                                        | BOX(7.785821302164404 48.26959594271048,7.979471209754866 48.38121788676969)
 084255007 | Laichinger Alb                                          | BOX(9.580223300625955 48.413648289612226,9.848820165206039 48.566297490434934)
 092715202 | Lalling                                                 | BOX(13.009012262885998 48.77093109713927,13.219280273019699 48.88813425497314)
 093720138 | Lam                                                     | BOX(13.010019875273946 49.15480877696446,13.114626224113755 49.23191635160298)
 073325005 | Lambrecht (Pfalz)                                       | BOX(7.824573846674459 49.308977450718,8.106663737395868 49.430069339942804)
 073385006 | Lambsheim-Heßheim                                       | BOX(8.256204520985854 49.49551137670156,8.343725972415696 49.600179185212035)
 064310013 | Lampertheim                                             | BOX(8.366195973499668 49.57299667088262,8.594074036232763 49.67861156031881)
 032540044 | Lamspringe                                              | BOX(9.889772399803013 51.92736022152912,10.086722837736623 52.026468332331426)
 092790122 | Landau a.d. Isar                                        | BOX(12.627271221098464 48.600894639436,12.790813035376301 48.710727419958104)
 073130000 | Landau in der Pfalz                                     | BOX(7.864105842062874 49.15511190174242,8.180822806522645 49.31637150693518)
 073375005 | Landau-Land                                             | BOX(7.917335018066524 49.09875683032623,8.154210750452515 49.290294251309646)
 033525411 | Land Hadeln                                             | BOX(8.710140184363988 53.63394475538164,9.221854056816314 53.839991681645046)
 130755555 | Landhagen                                               | BOX(13.216512905930413 53.965091681612336,13.53913656360466 54.19350591468124)
 150880195 | Landsberg                                               | BOX(11.99048157435544 51.45817727251109,12.208334791387703 51.58257781595605)
 091810130 | Landsberg am Lech                                       | BOX(10.80748373898636 47.9877845682429,10.9239599081602 48.07913881715416)
 010545439 | Landschaft Sylt                                         | BOX(8.278555583726117 54.74005143893613,8.464195699548984 55.05877771563171)
 092610000 | Landshut                                                | BOX(12.019374661910664 48.50816975678975,12.284869630164152 48.59550911970854)
 073355011 | Landstuhl                                               | BOX(7.472955119609601 49.30682668507734,7.840510658389823 49.42988598502681)
 010595937 | Langballig                                              | BOX(9.498975749074221 54.75227447443101,9.732933616945813 54.8496904271108)
 092760129 | Langdorf                                                | BOX(13.10802157616646 48.99231102708509,13.206304086787583 49.06908929760387)
 031530019 | Langelsheim                                             | BOX(10.172746508927741 51.85149297963368,10.39192993416087 52.033828701825136)
 095770148 | Langenaltheim                                           | BOX(10.853284626593704 48.859356619932825,10.974122137886926 48.9256209649664)
 084255008 | Langenau                                                | BOX(9.944122388716657 48.45487141531595,10.24140630149497 48.60748487016802)
 091780138 | Langenbach                                              | BOX(11.795823282966177 48.41219545312019,11.911584540236925 48.45703943315971)
 094769453 | Langenbacher Forst                                      | BOX(11.523098724424708 50.35599758544791,11.610432326930272 50.4026897305567)
 057540024 | Langenberg                                              | BOX(8.251849658327693 51.72249110458663,8.368103186575304 51.8049368987531)
 145240140 | Langenbernsdorf                                         | BOX(12.226650524343192 50.72820205806415,12.352712245022575 50.78933262365136)
 051580020 | Langenfeld (Rhld.)                                      | BOX(6.903729138404668 51.06804388548717,6.999720864988018 51.14930715108031)
 032410010 | Langenhagen                                             | BOX(9.628567864916723 52.42278581787349,9.776696135888582 52.50646725183055)
 064380006 | Langen (Hessen)                                         | BOX(8.60129301681705 49.94969544296124,8.725707504270606 50.03108079992448)
 071335011 | Langenlonsheim-Stromberg                                | BOX(7.650855556277136 49.86341634134,7.920405280016594 50.00102287406121)
 096779459 | Langenprozeltener Forst                                 | BOX(9.572528501223283 50.05403834651216,9.647982530797798 50.08551822264212)
 064350017 | Langenselbold                                           | BOX(9.00616366476874 50.15140322232324,9.090688901529953 50.214418475659556)
 094740146 | Langensendelbach                                        | BOX(11.022323578816577 49.62437826480995,11.094717996584151 49.6558672663287)
 145240150 | Langenweißbach                                          | BOX(12.564043730434063 50.608542432454115,12.65641925483147 50.665814068199616)
 160765056 | Langenwetzendorf                                        | BOX(12.02909514921161 50.62228055049483,12.166668166912329 50.74321216573931)
 095730120 | Langenzenn                                              | BOX(10.7190539182899 49.44604876711307,10.847234359097673 49.53125009361175)
 034620007 | Langeoog                                                | BOX(7.460298943414567 53.72146723417614,7.642707837696675 53.7593176376376)
 097725712 | Langerringen                                            | BOX(10.683711395674937 48.089213614569715,10.801532123963671 48.177674466938214)
